-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  48.7672   Longitude 11.5064 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 449.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,PRECTOTCORR,PS,WS50M
2022,1,23,16,33.8,0.0,97.9,3.74
2022,1,23,17,0.0,0.0,97.92,4.03
2022,1,23,18,0.0,0.0,97.93,4.06
2022,1,23,19,0.0,0.0,97.95,4.01
2022,1,23,20,0.0,0.0,97.97,4.01
2022,1,23,21,0.0,0.0,97.98,3.9
2022,1,23,22,0.0,0.0,97.98,3.71
2022,1,23,23,0.0,0.0,97.98,3.62
2022,1,24,0,0.0,0.0,97.97,3.59
2022,1,24,1,0.0,0.0,97.95,3.49
2022,1,24,2,0.0,0.0,97.93,3.25
2022,1,24,3,0.0,0.01,97.9,2.92
2022,1,24,4,0.0,0.01,97.86,2.75
2022,1,24,5,0.0,0.01,97.85,2.9
2022,1,24,6,0.0,0.01,97.87,3.3
2022,1,24,7,0.0,0.01,97.9,3.58
2022,1,24,8,40.24,0.01,97.93,3.75
2022,1,24,9,155.77,0.0,97.95,3.79
2022,1,24,10,230.13,0.0,97.97,4.19
2022,1,24,11,255.1,0.0,97.96,4.38
2022,1,24,12,276.48,0.0,97.91,4.22
2022,1,24,13,250.27,0.0,97.87,3.94
2022,1,24,14,218.26,0.0,97.84,3.64
2022,1,24,15,129.72,0.0,97.83,3.45
2022,1,24,16,36.42,0.0,97.84,3.59
2022,1,24,17,0.0,0.0,97.86,3.79
2022,1,24,18,0.0,0.0,97.87,3.96
2022,1,24,19,0.0,0.0,97.89,4.15
2022,1,24,20,0.0,0.0,97.88,4.31
2022,1,24,21,0.0,0.0,97.88,4.36
2022,1,24,22,0.0,0.0,97.87,4.28
2022,1,24,23,0.0,0.0,97.87,4.0
2022,1,25,0,0.0,0.0,97.85,3.46
2022,1,25,1,0.0,0.01,97.84,2.7
2022,1,25,2,0.0,0.01,97.82,1.99
2022,1,25,3,0.0,0.01,97.8,1.35
2022,1,25,4,0.0,0.01,97.8,0.96
2022,1,25,5,0.0,0.01,97.79,0.81
2022,1,25,6,0.0,0.01,97.78,0.85
2022,1,25,7,0.0,0.01,97.79,1.08
2022,1,25,8,34.61,0.01,97.8,1.26
2022,1,25,9,174.51,0.01,97.8,1.17
2022,1,25,10,154.09,0.01,97.82,1.07
2022,1,25,11,208.44,0.0,97.81,1.01
2022,1,25,12,183.84,0.0,97.77,1.18
2022,1,25,13,208.22,0.0,97.72,1.57
2022,1,25,14,190.34,0.0,97.68,1.89
2022,1,25,15,109.15,0.0,97.66,2.04
2022,1,25,16,38.42,0.0,97.65,2.09
2022,1,25,17,0.0,0.0,97.66,1.81
2022,1,25,18,0.0,0.01,97.67,1.32
2022,1,25,19,0.0,0.01,97.69,0.87
2022,1,25,20,0.0,0.01,97.72,0.67
2022,1,25,21,0.0,0.01,97.72,0.72
2022,1,25,22,0.0,0.01,97.71,0.88
2022,1,25,23,0.0,0.01,97.69,1.2
2022,1,26,0,0.0,0.01,97.67,1.57
2022,1,26,1,0.0,0.01,97.65,1.91
2022,1,26,2,0.0,0.01,97.62,2.29
2022,1,26,3,0.0,0.01,97.6,2.68
2022,1,26,4,0.0,0.01,97.59,2.89
2022,1,26,5,0.0,0.01,97.58,3.0
2022,1,26,6,0.0,0.01,97.59,3.2
2022,1,26,7,0.0,0.01,97.6,3.5
2022,1,26,8,39.12,0.01,97.61,3.57
2022,1,26,9,167.17,0.01,97.59,3.57
2022,1,26,10,151.25,0.01,97.58,3.98
2022,1,26,11,201.92,0.01,97.58,4.52
2022,1,26,12,224.59,0.0,97.58,5.28
2022,1,26,13,208.09,0.0,97.6,6.05
2022,1,26,14,163.28,0.0,97.57,6.02
2022,1,26,15,95.2,0.0,97.55,5.44
2022,1,26,16,36.8,0.0,97.54,5.47
2022,1,26,17,0.0,0.0,97.56,5.89
2022,1,26,18,0.0,0.0,97.59,5.7
2022,1,26,19,0.0,0.01,97.58,5.76
2022,1,26,20,0.0,0.01,97.58,5.59
2022,1,26,21,0.0,0.01,97.55,5.33
2022,1,26,22,0.0,0.01,97.53,5.01
2022,1,26,23,0.0,0.0,97.51,5.09
2022,1,27,0,0.0,0.01,97.49,5.14
2022,1,27,1,0.0,0.01,97.47,5.26
2022,1,27,2,0.0,0.01,97.44,5.51
2022,1,27,3,0.0,0.0,97.4,5.64
2022,1,27,4,0.0,0.0,97.37,5.68
2022,1,27,5,0.0,0.0,97.34,6.01
2022,1,27,6,0.0,0.0,97.32,6.42
2022,1,27,7,0.0,0.0,97.28,6.85
2022,1,27,8,38.66,0.0,97.24,7.32
2022,1,27,9,134.41,0.0,97.2,8.25
2022,1,27,10,225.41,0.0,97.19,9.16
2022,1,27,11,263.39,0.0,97.18,9.59
2022,1,27,12,262.63,0.0,97.12,10.0
2022,1,27,13,246.0,0.0,97.06,10.43
2022,1,27,14,192.4,0.0,97.02,10.39
2022,1,27,15,121.35,0.01,97.0,10.04
2022,1,27,16,38.16,0.06,96.98,9.92
2022,1,27,17,0.0,0.09,96.98,10.46
2022,1,27,18,0.0,0.1,96.97,10.99
2022,1,27,19,0.0,0.12,96.97,11.66
2022,1,27,20,0.0,0.09,96.97,11.91
2022,1,27,21,0.0,0.1,97.0,11.91
2022,1,27,22,0.0,0.08,97.01,11.73
2022,1,27,23,0.0,0.07,97.04,11.59
2022,1,28,0,0.0,0.06,97.07,11.51
2022,1,28,1,0.0,0.04,97.12,11.5
2022,1,28,2,0.0,0.03,97.15,11.51
2022,1,28,3,0.0,0.03,97.18,11.66
2022,1,28,4,0.0,0.04,97.23,11.63
2022,1,28,5,0.0,0.04,97.28,11.47
2022,1,28,6,0.0,0.05,97.33,11.38
2022,1,28,7,0.0,0.05,97.39,11.41
2022,1,28,8,32.47,0.05,97.46,11.3
2022,1,28,9,89.84,0.05,97.53,11.23
2022,1,28,10,166.94,0.06,97.58,11.65
2022,1,28,11,203.38,0.06,97.61,12.15
2022,1,28,12,220.69,0.04,97.61,11.9
2022,1,28,13,177.88,0.03,97.64,11.17
2022,1,28,14,144.15,0.02,97.64,9.89
2022,1,28,15,77.32,0.01,97.67,9.22
2022,1,28,16,42.77,0.01,97.71,9.48
2022,1,28,17,0.0,0.01,97.79,9.24
2022,1,28,18,0.0,0.0,97.84,8.71
2022,1,28,19,0.0,0.0,97.88,7.72
2022,1,28,20,0.0,0.0,97.91,7.25
2022,1,28,21,0.0,0.0,97.9,6.95
2022,1,28,22,0.0,0.0,97.89,6.53
2022,1,28,23,0.0,0.0,97.85,6.13
2022,1,29,0,0.0,0.0,97.79,6.04
2022,1,29,1,0.0,0.01,97.74,6.0
2022,1,29,2,0.0,0.01,97.68,6.16
2022,1,29,3,0.0,0.01,97.62,6.31
2022,1,29,4,0.0,0.0,97.59,6.04
2022,1,29,5,0.0,0.0,97.55,6.4
2022,1,29,6,0.0,0.0,97.51,7.24
2022,1,29,7,0.0,0.01,97.48,8.14
2022,1,29,8,32.71,0.04,97.43,8.59
2022,1,29,9,74.76,0.05,97.38,8.89
2022,1,29,10,144.09,0.05,97.36,9.5
2022,1,29,11,195.31,0.06,97.31,9.75
2022,1,29,12,213.21,0.04,97.24,9.96
2022,1,29,13,211.95,0.03,97.16,10.63
2022,1,29,14,161.2,0.04,97.09,11.32
2022,1,29,15,102.06,0.04,97.04,12.67
2022,1,29,16,34.34,0.04,97.01,13.76
2022,1,29,17,0.0,0.04,96.97,14.51
2022,1,29,18,0.0,0.04,96.92,15.12
2022,1,29,19,0.0,0.1,96.91,16.09
2022,1,29,20,0.0,0.1,96.89,16.41
2022,1,29,21,0.0,0.13,96.87,16.15
2022,1,29,22,0.0,0.12,96.85,15.9
2022,1,29,23,0.0,0.12,96.84,15.52
2022,1,30,0,0.0,0.12,96.83,14.58
2022,1,30,1,0.0,0.11,96.83,12.87
2022,1,30,2,0.0,0.09,96.84,12.15
2022,1,30,3,0.0,0.06,96.85,11.85
2022,1,30,4,0.0,0.04,96.86,12.99
2022,1,30,5,0.0,0.02,96.88,13.1
2022,1,30,6,0.0,0.02,96.93,13.32
2022,1,30,7,0.0,0.01,97.0,12.73
2022,1,30,8,43.45,0.02,97.06,12.55
2022,1,30,9,141.11,0.02,97.11,13.05
2022,1,30,10,219.43,0.01,97.15,13.15
2022,1,30,11,293.72,0.02,97.17,13.8
2022,1,30,12,320.77,0.02,97.16,13.89
2022,1,30,13,281.96,0.02,97.15,13.46
2022,1,30,14,220.76,0.01,97.15,12.57
2022,1,30,15,141.27,0.01,97.15,11.46
2022,1,30,16,48.1,0.0,97.15,10.83
2022,1,30,17,0.0,0.0,97.14,10.36
2022,1,30,18,0.0,0.0,97.14,9.73
2022,1,30,19,0.0,0.0,97.13,8.9
2022,1,30,20,0.0,0.0,97.09,8.02
2022,1,30,21,0.0,0.0,97.03,7.24
2022,1,30,22,0.0,0.0,96.95,6.67
2022,1,30,23,0.0,0.0,96.83,6.05
2022,1,31,0,0.0,0.0,96.69,5.5
2022,1,31,1,0.0,0.0,96.57,5.37
2022,1,31,2,0.0,0.0,96.47,5.47
2022,1,31,3,0.0,0.0,96.31,5.58
2022,1,31,4,0.0,0.0,96.13,6.1
2022,1,31,5,0.0,0.0,95.99,6.84
2022,1,31,6,0.0,0.01,95.85,7.68
2022,1,31,7,0.0,0.2,95.69,8.56
2022,1,31,8,27.41,0.77,95.53,9.87
2022,1,31,9,76.88,0.57,95.41,12.96
2022,1,31,10,109.23,0.11,95.36,14.67
2022,1,31,11,176.85,0.08,95.33,13.36
2022,1,31,12,158.65,0.3,95.26,14.63
2022,1,31,13,160.09,0.48,95.21,15.59
2022,1,31,14,146.91,0.52,95.2,16.13
2022,1,31,15,33.73,0.69,95.22,15.36
2022,1,31,16,29.49,0.57,95.23,14.3
2022,1,31,17,0.0,0.27,95.31,13.11
2022,1,31,18,0.0,0.14,95.38,11.66
2022,1,31,19,0.0,0.1,95.46,11.17
2022,1,31,20,0.0,0.12,95.52,10.82
2022,1,31,21,0.0,0.16,95.55,9.88
2022,1,31,22,0.0,0.21,95.59,9.76
2022,1,31,23,0.0,0.27,95.66,10.11
2022,2,1,0,0.0,0.19,95.73,10.59
2022,2,1,1,0.0,0.11,95.82,11.1
2022,2,1,2,0.0,0.08,95.94,10.64
2022,2,1,3,0.0,0.05,96.07,10.4
2022,2,1,4,0.0,0.02,96.19,9.78
2022,2,1,5,0.0,0.02,96.24,8.77
2022,2,1,6,0.0,0.02,96.32,8.45
2022,2,1,7,0.0,0.05,96.39,8.76
2022,2,1,8,29.99,0.06,96.41,9.34
2022,2,1,9,60.2,0.05,96.41,10.05
2022,2,1,10,103.07,0.03,96.47,11.08
2022,2,1,11,156.83,0.02,96.47,11.47
2022,2,1,12,148.1,0.03,96.37,12.24
2022,2,1,13,113.41,0.07,96.25,13.09
2022,2,1,14,93.62,0.14,96.12,13.33
2022,2,1,15,82.91,0.27,96.0,13.71
2022,2,1,16,20.88,0.31,95.85,15.67
2022,2,1,17,0.0,0.24,95.75,16.89
2022,2,1,18,0.0,0.18,95.71,17.09
2022,2,1,19,0.0,0.21,95.69,16.27
2022,2,1,20,0.0,0.22,95.68,15.48
2022,2,1,21,0.0,0.23,95.68,14.74
2022,2,1,22,0.0,0.21,95.66,14.15
2022,2,1,23,0.0,0.19,95.64,13.73
2022,2,2,0,0.0,0.15,95.67,13.63
2022,2,2,1,0.0,0.1,95.69,13.59
2022,2,2,2,0.0,0.1,95.69,13.47
2022,2,2,3,0.0,0.09,95.72,13.7
2022,2,2,4,0.0,0.06,95.75,14.07
2022,2,2,5,0.0,0.08,95.75,14.2
2022,2,2,6,0.0,0.05,95.78,13.9
2022,2,2,7,0.0,0.05,95.84,13.7
2022,2,2,8,31.27,0.05,95.91,13.45
2022,2,2,9,92.02,0.06,95.98,13.4
2022,2,2,10,144.04,0.09,96.04,13.93
2022,2,2,11,195.92,0.08,96.11,14.23
2022,2,2,12,260.45,0.07,96.14,14.4
2022,2,2,13,236.49,0.06,96.2,14.21
2022,2,2,14,193.1,0.05,96.27,12.71
2022,2,2,15,120.17,0.04,96.36,11.07
2022,2,2,16,47.59,0.03,96.47,10.16
2022,2,2,17,0.0,0.03,96.55,10.05
2022,2,2,18,0.0,0.02,96.61,9.25
2022,2,2,19,0.0,0.01,96.68,8.68
2022,2,2,20,0.0,0.01,96.74,7.95
2022,2,2,21,0.0,0.01,96.78,7.26
2022,2,2,22,0.0,0.01,96.8,6.88
2022,2,2,23,0.0,0.01,96.84,6.4
2022,2,3,0,0.0,0.01,96.88,5.51
2022,2,3,1,0.0,0.01,96.88,4.42
2022,2,3,2,0.0,0.01,96.88,3.66
2022,2,3,3,0.0,0.02,96.85,3.35
2022,2,3,4,0.0,0.03,96.83,3.47
2022,2,3,5,0.0,0.03,96.81,4.02
2022,2,3,6,0.0,0.04,96.8,4.6
2022,2,3,7,0.0,0.03,96.79,5.12
2022,2,3,8,41.82,0.02,96.76,5.52
2022,2,3,9,74.4,0.02,96.72,5.54
2022,2,3,10,137.5,0.01,96.68,5.25
2022,2,3,11,168.66,0.01,96.63,5.0
2022,2,3,12,217.37,0.0,96.52,4.53
2022,2,3,13,199.44,0.0,96.42,4.02
2022,2,3,14,165.21,0.0,96.31,3.96
2022,2,3,15,102.38,0.0,96.25,4.27
2022,2,3,16,37.41,0.0,96.19,4.85
2022,2,3,17,0.0,0.0,96.16,5.29
2022,2,3,18,0.0,0.0,96.14,5.32
2022,2,3,19,0.0,0.0,96.12,5.26
2022,2,3,20,0.0,0.0,96.08,5.59
2022,2,3,21,0.0,0.0,96.06,6.37
2022,2,3,22,0.0,0.0,96.06,7.07
2022,2,3,23,0.0,0.0,96.07,7.28
2022,2,4,0,0.0,0.0,96.07,7.05
2022,2,4,1,0.0,0.0,96.07,6.43
2022,2,4,2,0.0,0.01,96.07,5.8
2022,2,4,3,0.0,0.02,96.09,5.33
2022,2,4,4,0.0,0.02,96.12,5.39
2022,2,4,5,0.0,0.02,96.16,5.99
2022,2,4,6,0.0,0.02,96.18,6.31
2022,2,4,7,0.0,0.01,96.21,6.64
2022,2,4,8,42.55,0.01,96.24,6.31
2022,2,4,9,104.75,0.01,96.22,5.98
2022,2,4,10,161.58,0.01,96.2,6.65
2022,2,4,11,196.22,0.01,96.17,7.42
2022,2,4,12,217.23,0.02,96.12,8.04
2022,2,4,13,146.33,0.01,96.07,8.07
2022,2,4,14,120.37,0.01,96.0,7.75
2022,2,4,15,88.97,0.0,95.95,7.3
2022,2,4,16,83.6,0.0,95.91,7.75
2022,2,4,17,0.0,0.01,95.89,9.07
2022,2,4,18,0.0,0.01,95.9,10.1
2022,2,4,19,0.0,0.01,95.89,10.49
2022,2,4,20,0.0,0.03,95.89,10.72
2022,2,4,21,0.0,0.1,95.88,11.3
2022,2,4,22,0.0,0.17,95.89,12.63
2022,2,4,23,0.0,0.18,95.96,12.54
2022,2,5,0,0.0,0.06,96.1,12.11
2022,2,5,1,0.0,0.01,96.25,10.2
2022,2,5,2,0.0,0.01,96.35,8.25
2022,2,5,3,0.0,0.01,96.43,7.65
2022,2,5,4,0.0,0.01,96.51,7.24
2022,2,5,5,0.0,0.01,96.57,7.25
2022,2,5,6,0.0,0.01,96.64,7.57
2022,2,5,7,0.0,0.01,96.7,7.98
2022,2,5,8,79.24,0.0,96.77,8.43
2022,2,5,9,207.34,0.01,96.82,9.18
2022,2,5,10,313.96,0.0,96.86,10.23
2022,2,5,11,359.36,0.0,96.89,9.86
2022,2,5,12,392.9,0.0,96.87,9.42
2022,2,5,13,377.3,0.0,96.83,9.01
2022,2,5,14,298.91,0.01,96.81,8.82
2022,2,5,15,196.6,0.0,96.81,8.36
2022,2,5,16,90.19,0.0,96.81,8.06
2022,2,5,17,0.0,0.01,96.82,8.59
2022,2,5,18,0.0,0.01,96.84,9.02
2022,2,5,19,0.0,0.0,96.85,9.32
2022,2,5,20,0.0,0.0,96.84,9.21
2022,2,5,21,0.0,0.0,96.82,8.87
2022,2,5,22,0.0,0.0,96.79,8.83
2022,2,5,23,0.0,0.0,96.76,8.71
2022,2,6,0,0.0,0.0,96.74,8.7
2022,2,6,1,0.0,0.0,96.7,8.73
2022,2,6,2,0.0,0.0,96.62,8.89
2022,2,6,3,0.0,0.0,96.55,8.93
2022,2,6,4,0.0,0.0,96.48,9.12
2022,2,6,5,0.0,0.0,96.41,9.41
2022,2,6,6,0.0,0.0,96.37,9.71
2022,2,6,7,0.0,0.01,96.33,10.1
2022,2,6,8,37.25,0.01,96.26,10.42
2022,2,6,9,109.47,0.02,96.17,11.17
2022,2,6,10,160.06,0.07,96.09,14.25
2022,2,6,11,184.45,0.14,96.01,15.02
2022,2,6,12,163.3,0.2,95.9,15.18
2022,2,6,13,131.65,0.19,95.77,15.81
2022,2,6,14,110.25,0.16,95.64,16.96
2022,2,6,15,46.69,0.21,95.48,17.98
2022,2,6,16,11.44,0.42,95.35,19.16
2022,2,6,17,0.0,0.36,95.24,20.3
2022,2,6,18,0.0,0.33,95.1,20.83
2022,2,6,19,0.0,0.99,95.01,20.61
2022,2,6,20,0.0,1.7,94.94,19.98
2022,2,6,21,0.0,1.77,94.92,19.11
2022,2,6,22,0.0,1.4,94.9,16.59
2022,2,6,23,0.0,1.42,94.86,12.58
2022,2,7,0,0.0,1.35,94.84,11.48
2022,2,7,1,0.0,0.91,94.92,13.33
2022,2,7,2,0.0,0.42,95.05,13.98
2022,2,7,3,0.0,0.26,95.2,13.39
2022,2,7,4,0.0,0.13,95.42,13.04
2022,2,7,5,0.0,0.07,95.6,12.75
2022,2,7,6,0.0,0.08,95.75,12.56
2022,2,7,7,0.0,0.09,95.87,12.56
2022,2,7,8,35.66,0.08,95.99,12.65
2022,2,7,9,61.63,0.11,96.12,13.44
2022,2,7,10,123.82,0.12,96.26,14.75
2022,2,7,11,136.36,0.12,96.41,14.88
2022,2,7,12,150.06,0.14,96.5,14.68
2022,2,7,13,201.49,0.16,96.62,14.56
2022,2,7,14,147.53,0.11,96.71,14.2
2022,2,7,15,80.71,0.09,96.78,12.8
2022,2,7,16,35.58,0.08,96.87,12.06
2022,2,7,17,0.0,0.05,96.96,11.73
2022,2,7,18,0.0,0.03,97.06,10.62
2022,2,7,19,0.0,0.01,97.14,10.37
2022,2,7,20,0.0,0.0,97.21,9.81
2022,2,7,21,0.0,0.0,97.29,9.7
2022,2,7,22,0.0,0.0,97.35,9.61
2022,2,7,23,0.0,0.0,97.4,9.57
2022,2,8,0,0.0,0.0,97.44,8.86
2022,2,8,1,0.0,0.0,97.49,8.49
2022,2,8,2,0.0,0.0,97.51,7.97
2022,2,8,3,0.0,0.0,97.51,7.61
2022,2,8,4,0.0,0.0,97.51,7.51
2022,2,8,5,0.0,0.0,97.52,7.94
2022,2,8,6,0.0,0.01,97.51,8.68
2022,2,8,7,0.0,0.02,97.52,9.56
2022,2,8,8,61.09,0.03,97.55,9.51
2022,2,8,9,119.02,0.03,97.55,9.64
2022,2,8,10,182.3,0.03,97.57,9.67
2022,2,8,11,257.42,0.02,97.58,9.45
2022,2,8,12,248.51,0.02,97.57,9.26
2022,2,8,13,252.66,0.01,97.55,8.95
2022,2,8,14,225.92,0.01,97.53,8.82
2022,2,8,15,148.17,0.01,97.53,8.88
2022,2,8,16,69.41,0.01,97.53,9.25
2022,2,8,17,8.19,0.01,97.54,9.31
2022,2,8,18,0.0,0.01,97.56,8.87
2022,2,8,19,0.0,0.0,97.58,8.28
2022,2,8,20,0.0,0.0,97.57,8.05
2022,2,8,21,0.0,0.0,97.56,7.85
2022,2,8,22,0.0,0.01,97.55,7.67
2022,2,8,23,0.0,0.01,97.58,7.38
2022,2,9,0,0.0,0.01,97.6,6.99
2022,2,9,1,0.0,0.01,97.61,6.6
2022,2,9,2,0.0,0.0,97.61,6.22
2022,2,9,3,0.0,0.01,97.58,6.4
2022,2,9,4,0.0,0.01,97.57,6.54
2022,2,9,5,0.0,0.01,97.55,6.45
2022,2,9,6,0.0,0.01,97.51,6.37
2022,2,9,7,0.0,0.0,97.49,6.33
2022,2,9,8,83.82,0.0,97.48,5.74
2022,2,9,9,209.63,0.0,97.46,5.01
2022,2,9,10,314.49,0.0,97.46,5.63
2022,2,9,11,416.55,0.0,97.43,5.35
2022,2,9,12,444.1,0.0,97.38,4.97
2022,2,9,13,436.12,0.0,97.33,4.66
2022,2,9,14,343.62,0.0,97.3,4.29
2022,2,9,15,220.48,0.0,97.28,3.79
2022,2,9,16,88.78,0.0,97.25,3.43
2022,2,9,17,8.41,0.0,97.24,3.81
2022,2,9,18,0.0,0.0,97.23,4.62
2022,2,9,19,0.0,0.0,97.2,5.46
2022,2,9,20,0.0,0.0,97.18,6.04
2022,2,9,21,0.0,0.0,97.16,6.29
2022,2,9,22,0.0,0.0,97.13,6.39
2022,2,9,23,0.0,0.0,97.11,6.47
2022,2,10,0,0.0,0.0,97.08,6.5
2022,2,10,1,0.0,0.0,97.05,6.51
2022,2,10,2,0.0,0.0,97.02,6.6
2022,2,10,3,0.0,0.0,96.98,6.77
2022,2,10,4,0.0,0.0,96.95,6.87
2022,2,10,5,0.0,0.0,96.92,7.14
2022,2,10,6,0.0,0.0,96.9,7.75
2022,2,10,7,0.0,0.0,96.89,8.35
2022,2,10,8,99.83,0.0,96.88,7.73
2022,2,10,9,226.97,0.0,96.85,6.39
2022,2,10,10,367.24,0.0,96.83,7.55
2022,2,10,11,443.48,0.0,96.81,10.03
2022,2,10,12,466.3,0.0,96.76,10.41
2022,2,10,13,334.73,0.0,96.74,10.39
2022,2,10,14,264.72,0.0,96.74,10.46
2022,2,10,15,178.88,0.0,96.75,10.28
2022,2,10,16,75.66,0.0,96.77,9.54
2022,2,10,17,6.51,0.0,96.81,8.92
2022,2,10,18,0.0,0.0,96.82,8.23
2022,2,10,19,0.0,0.0,96.81,7.57
2022,2,10,20,0.0,0.0,96.8,6.8
2022,2,10,21,0.0,0.0,96.79,6.1
2022,2,10,22,0.0,0.0,96.78,5.91
2022,2,10,23,0.0,0.01,96.75,6.11
2022,2,11,0,0.0,0.02,96.72,6.44
2022,2,11,1,0.0,0.02,96.68,6.67
2022,2,11,2,0.0,0.02,96.64,7.01
2022,2,11,3,0.0,0.02,96.6,7.49
2022,2,11,4,0.0,0.02,96.6,7.89
2022,2,11,5,0.0,0.07,96.63,8.53
2022,2,11,6,0.0,0.18,96.7,8.69
2022,2,11,7,5.23,0.19,96.82,8.45
2022,2,11,8,62.38,0.06,96.95,7.66
2022,2,11,9,151.3,0.01,97.07,8.41
2022,2,11,10,254.34,0.0,97.21,9.42
2022,2,11,11,355.05,0.02,97.29,10.18
2022,2,11,12,338.45,0.03,97.31,10.96
2022,2,11,13,290.64,0.02,97.32,11.41
2022,2,11,14,245.6,0.01,97.36,11.39
2022,2,11,15,166.25,0.01,97.4,11.06
2022,2,11,16,76.75,0.02,97.45,10.16
2022,2,11,17,8.91,0.05,97.5,9.88
2022,2,11,18,0.0,0.06,97.57,10.03
2022,2,11,19,0.0,0.01,97.64,9.67
2022,2,11,20,0.0,0.0,97.73,8.39
2022,2,11,21,0.0,0.0,97.79,7.57
2022,2,11,22,0.0,0.0,97.85,7.03
2022,2,11,23,0.0,0.0,97.88,5.91
2022,2,12,0,0.0,0.0,97.89,4.83
2022,2,12,1,0.0,0.0,97.88,3.56
2022,2,12,2,0.0,0.0,97.86,2.54
2022,2,12,3,0.0,0.01,97.84,2.16
2022,2,12,4,0.0,0.01,97.83,2.52
2022,2,12,5,0.0,0.01,97.81,3.16
2022,2,12,6,0.0,0.01,97.8,3.67
2022,2,12,7,8.7,0.01,97.8,4.02
2022,2,12,8,101.55,0.0,97.79,4.25
2022,2,12,9,250.68,0.0,97.76,5.18
2022,2,12,10,385.24,0.0,97.73,6.15
2022,2,12,11,472.17,0.0,97.67,6.8
2022,2,12,12,500.12,0.0,97.57,7.21
2022,2,12,13,475.2,0.0,97.48,7.54
2022,2,12,14,395.56,0.0,97.42,7.68
2022,2,12,15,267.73,0.0,97.36,7.48
2022,2,12,16,121.05,0.0,97.31,7.53
2022,2,12,17,11.09,0.0,97.27,8.11
2022,2,12,18,0.0,0.0,97.23,8.19
2022,2,12,19,0.0,0.0,97.19,7.8
2022,2,12,20,0.0,0.0,97.14,7.22
2022,2,12,21,0.0,0.0,97.12,6.88
2022,2,12,22,0.0,0.0,97.08,6.67
2022,2,12,23,0.0,0.0,97.04,6.7
2022,2,13,0,0.0,0.0,97.0,6.98
2022,2,13,1,0.0,0.0,96.97,7.23
2022,2,13,2,0.0,0.0,96.93,7.33
2022,2,13,3,0.0,0.0,96.9,7.32
2022,2,13,4,0.0,0.0,96.88,7.37
2022,2,13,5,0.0,0.0,96.86,7.51
2022,2,13,6,0.0,0.0,96.83,7.57
2022,2,13,7,8.51,0.0,96.81,7.41
2022,2,13,8,95.36,0.0,96.8,6.19
2022,2,13,9,253.42,0.0,96.77,5.01
2022,2,13,10,378.73,0.0,96.71,5.21
2022,2,13,11,457.05,0.0,96.66,5.6
2022,2,13,12,499.44,0.0,96.59,5.38
2022,2,13,13,473.4,0.0,96.52,5.02
2022,2,13,14,400.24,0.0,96.47,4.53
2022,2,13,15,251.95,0.0,96.41,4.01
2022,2,13,16,101.16,0.0,96.35,4.6
2022,2,13,17,9.12,0.0,96.3,5.85
2022,2,13,18,0.0,0.0,96.28,6.93
2022,2,13,19,0.0,0.0,96.24,7.8
2022,2,13,20,0.0,0.0,96.19,8.37
2022,2,13,21,0.0,0.0,96.13,8.52
2022,2,13,22,0.0,0.0,96.09,8.34
2022,2,13,23,0.0,0.0,96.03,8.09
2022,2,14,0,0.0,0.0,95.97,8.08
2022,2,14,1,0.0,0.0,95.91,8.27
2022,2,14,2,0.0,0.0,95.85,8.29
2022,2,14,3,0.0,0.0,95.79,8.37
2022,2,14,4,0.0,0.0,95.76,8.43
2022,2,14,5,0.0,0.0,95.73,8.22
2022,2,14,6,0.0,0.0,95.71,7.9
2022,2,14,7,8.56,0.0,95.72,7.45
2022,2,14,8,79.41,0.0,95.73,6.3
2022,2,14,9,176.98,0.0,95.71,5.36
2022,2,14,10,305.81,0.0,95.68,4.72
2022,2,14,11,341.86,0.0,95.65,4.69
2022,2,14,12,334.76,0.0,95.58,4.5
2022,2,14,13,264.49,0.01,95.52,4.25
2022,2,14,14,207.16,0.01,95.49,3.91
2022,2,14,15,142.87,0.02,95.47,3.81
2022,2,14,16,65.2,0.03,95.47,3.87
2022,2,14,17,10.03,0.03,95.5,3.63
2022,2,14,18,0.0,0.03,95.53,3.55
2022,2,14,19,0.0,0.03,95.56,4.1
2022,2,14,20,0.0,0.03,95.58,4.85
2022,2,14,21,0.0,0.07,95.58,5.53
2022,2,14,22,0.0,0.16,95.6,6.33
2022,2,14,23,0.0,0.29,95.61,6.78
2022,2,15,0,0.0,0.36,95.62,6.74
2022,2,15,1,0.0,0.32,95.64,6.36
2022,2,15,2,0.0,0.29,95.65,6.15
2022,2,15,3,0.0,0.31,95.67,6.08
2022,2,15,4,0.0,0.22,95.69,5.91
2022,2,15,5,0.0,0.14,95.73,5.93
2022,2,15,6,0.0,0.09,95.79,6.08
2022,2,15,7,6.09,0.04,95.83,6.09
