-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  49.479   Longitude 11.1906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 425.69 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,ALLSKY_SFC_SW_DWN,WD50M,T2M
2023,7,17,7,97.01,3.77,341.58,264.29,20.76
2023,7,17,8,97.04,4.44,490.14,255.62,22.59
2023,7,17,9,97.04,5.1,612.56,245.87,24.25
2023,7,17,10,97.03,6.11,704.73,241.27,25.69
2023,7,17,11,97.0,7.02,676.74,241.5,26.57
2023,7,17,12,96.94,7.71,673.58,244.11,27.4
2023,7,17,13,96.89,8.28,612.32,248.57,27.91
2023,7,17,14,96.86,8.75,634.8,254.53,28.05
2023,7,17,15,96.84,8.95,531.45,260.09,27.93
2023,7,17,16,96.83,9.24,389.08,265.0,27.37
2023,7,17,17,96.85,9.34,255.6,269.47,26.4
2023,7,17,18,96.88,9.1,152.46,275.67,25.03
2023,7,17,19,96.96,8.6,51.38,283.34,22.76
2023,7,17,20,97.03,8.26,0.0,287.56,19.98
2023,7,17,21,97.09,7.86,0.0,290.98,18.68
2023,7,17,22,97.14,7.15,0.0,302.28,17.51
2023,7,17,23,97.18,6.51,0.0,324.38,16.43
2023,7,18,0,97.21,6.37,0.0,348.25,15.58
2023,7,18,1,97.22,6.25,0.0,6.67,14.83
2023,7,18,2,97.23,5.86,0.0,18.92,14.12
2023,7,18,3,97.24,5.25,0.0,30.61,13.47
2023,7,18,4,97.25,4.52,7.23,45.28,13.11
2023,7,18,5,97.26,3.69,69.73,63.49,15.3
2023,7,18,6,97.24,2.34,218.62,73.5,17.97
2023,7,18,7,97.21,0.78,363.61,98.62,20.89
2023,7,18,8,97.16,0.86,516.14,213.55,22.9
2023,7,18,9,97.1,1.61,653.86,234.46,24.53
2023,7,18,10,97.04,2.16,765.85,245.01,25.95
2023,7,18,11,96.97,2.69,857.39,251.72,27.18
2023,7,18,12,96.9,3.23,621.87,257.14,28.16
2023,7,18,13,96.82,3.89,567.48,261.69,28.78
2023,7,18,14,96.76,4.57,535.63,263.81,28.51
2023,7,18,15,96.7,4.76,555.88,263.88,28.8
2023,7,18,16,96.62,4.56,467.59,262.52,28.58
2023,7,18,17,96.57,4.25,324.14,267.58,27.89
2023,7,18,18,96.52,3.71,177.35,277.5,26.51
2023,7,18,19,96.49,3.09,46.3,301.04,23.64
2023,7,18,20,96.48,2.94,0.0,336.16,21.83
2023,7,18,21,96.46,3.25,0.0,4.82,21.1
2023,7,18,22,96.46,3.31,0.0,23.06,20.63
2023,7,18,23,96.45,2.74,0.0,43.5,20.29
2023,7,19,0,96.43,1.82,0.0,87.3,20.26
2023,7,19,1,96.41,1.78,0.0,151.63,20.03
2023,7,19,2,96.41,2.84,0.0,192.08,19.28
2023,7,19,3,96.4,4.4,0.0,206.61,18.32
2023,7,19,4,96.4,5.4,0.0,216.17,17.82
2023,7,19,5,96.41,5.59,62.33,225.23,18.4
2023,7,19,6,96.41,4.65,188.02,234.5,19.15
2023,7,19,7,96.4,5.04,342.09,254.09,21.93
2023,7,19,8,96.38,5.41,512.19,268.43,24.93
2023,7,19,9,96.36,5.81,671.4,272.77,26.69
2023,7,19,10,96.34,6.71,711.79,274.2,27.83
2023,7,19,11,96.32,7.44,661.59,276.39,28.48
2023,7,19,12,96.3,7.66,636.11,277.2,28.9
2023,7,19,13,96.27,7.69,628.3,277.18,29.02
2023,7,19,14,96.23,7.46,572.94,277.77,28.61
2023,7,19,15,96.2,6.84,305.48,280.94,27.55
2023,7,19,16,96.19,5.98,227.11,286.0,26.45
2023,7,19,17,96.18,5.29,168.39,293.61,25.19
2023,7,19,18,96.2,4.77,81.25,306.01,23.44
2023,7,19,19,96.23,4.49,29.7,317.82,21.85
2023,7,19,20,96.27,4.34,0.0,327.71,20.74
2023,7,19,21,96.28,4.62,0.0,330.75,19.94
2023,7,19,22,96.32,5.31,0.0,326.29,18.98
2023,7,19,23,96.36,5.79,0.0,321.52,18.18
2023,7,20,0,96.38,5.73,0.0,318.09,17.53
2023,7,20,1,96.37,5.38,0.0,311.47,16.71
2023,7,20,2,96.39,5.38,0.0,303.27,16.01
2023,7,20,3,96.41,5.53,0.0,296.85,15.28
2023,7,20,4,96.44,5.45,0.0,293.22,14.72
2023,7,20,5,96.47,4.67,53.7,289.43,15.55
2023,7,20,6,96.48,4.95,166.66,294.02,16.81
2023,7,20,7,96.49,5.68,323.49,291.38,18.29
2023,7,20,8,96.5,6.13,450.0,285.66,19.9
2023,7,20,9,96.49,6.42,555.61,283.09,21.11
2023,7,20,10,96.49,6.52,610.23,282.6,22.33
2023,7,20,11,96.47,6.42,671.11,283.87,23.48
2023,7,20,12,96.44,6.22,597.8,286.2,24.26
2023,7,20,13,96.41,5.87,643.62,288.53,24.73
2023,7,20,14,96.38,5.46,548.84,291.13,24.96
2023,7,20,15,96.35,5.17,476.27,294.01,24.75
2023,7,20,16,96.32,4.95,384.73,298.59,24.35
2023,7,20,17,96.28,4.64,235.61,306.23,23.71
2023,7,20,18,96.28,4.36,134.29,319.87,22.66
2023,7,20,19,96.3,4.69,35.27,346.91,20.62
2023,7,20,20,96.34,5.7,0.0,13.47,18.87
2023,7,20,21,96.34,6.12,0.0,34.18,18.45
2023,7,20,22,96.34,5.82,0.0,52.36,17.82
2023,7,20,23,96.34,5.31,0.0,69.48,17.3
2023,7,21,0,96.33,4.88,0.0,83.01,16.83
2023,7,21,1,96.28,4.6,0.0,89.12,16.26
2023,7,21,2,96.24,4.45,0.0,89.1,15.78
2023,7,21,3,96.2,4.15,0.0,88.06,15.18
2023,7,21,4,96.2,3.26,0.0,79.93,15.15
2023,7,21,5,96.22,2.16,42.95,45.44,15.27
2023,7,21,6,96.26,2.52,114.01,1.77,15.58
2023,7,21,7,96.27,2.66,218.9,358.99,16.13
2023,7,21,8,96.25,2.44,343.86,18.26,16.76
2023,7,21,9,96.22,1.57,428.76,36.93,18.33
2023,7,21,10,96.17,0.99,420.7,242.62,21.53
2023,7,21,11,96.1,3.2,442.24,245.0,23.76
2023,7,21,12,96.04,4.88,520.07,257.79,24.76
2023,7,21,13,96.01,6.71,546.86,265.86,25.48
2023,7,21,14,96.0,7.26,506.09,268.77,25.13
2023,7,21,15,96.01,7.21,374.83,272.48,25.17
2023,7,21,16,96.02,7.24,257.4,280.32,24.48
2023,7,21,17,96.05,7.67,168.58,292.33,23.19
2023,7,21,18,96.14,8.02,74.73,302.92,21.36
2023,7,21,19,96.25,7.41,33.63,307.85,19.05
2023,7,21,20,96.37,6.34,0.0,305.82,17.01
2023,7,21,21,96.44,5.32,0.0,293.93,15.6
2023,7,21,22,96.48,4.96,0.0,276.97,14.52
2023,7,21,23,96.5,5.22,0.0,262.69,13.75
2023,7,22,0,96.5,5.59,0.0,254.2,13.14
2023,7,22,1,96.5,5.85,0.0,249.92,12.6
2023,7,22,2,96.51,5.88,0.0,249.3,12.11
2023,7,22,3,96.53,5.56,0.0,252.51,11.87
2023,7,22,4,96.56,4.84,0.0,255.13,11.73
2023,7,22,5,96.58,3.54,48.1,258.79,12.94
2023,7,22,6,96.61,2.65,123.11,275.41,15.1
2023,7,22,7,96.63,3.29,209.83,274.9,17.58
2023,7,22,8,96.64,4.34,303.02,271.13,19.38
2023,7,22,9,96.64,5.25,422.75,267.95,20.81
2023,7,22,10,96.63,5.8,466.05,267.3,21.97
2023,7,22,11,96.61,5.86,555.33,265.49,23.05
2023,7,22,12,96.57,5.91,590.17,262.41,24.0
2023,7,22,13,96.52,6.09,545.96,261.3,24.65
2023,7,22,14,96.48,6.37,542.69,261.39,24.98
2023,7,22,15,96.46,6.68,458.07,261.39,24.97
2023,7,22,16,96.44,6.94,341.42,261.71,24.67
2023,7,22,17,96.43,6.64,224.09,262.63,23.87
2023,7,22,18,96.42,5.93,110.11,264.41,22.77
2023,7,22,19,96.43,5.51,40.93,268.46,20.66
2023,7,22,20,96.45,5.4,0.0,271.08,18.58
2023,7,22,21,96.47,5.31,0.0,271.43,17.55
2023,7,22,22,96.48,5.23,0.0,270.94,16.73
2023,7,22,23,96.5,4.8,0.0,267.58,16.59
2023,7,23,0,96.48,4.18,0.0,258.35,16.45
2023,7,23,1,96.45,3.86,0.0,240.84,15.82
2023,7,23,2,96.42,4.42,0.0,221.84,15.05
2023,7,23,3,96.39,5.63,0.0,211.44,14.61
2023,7,23,4,96.39,6.63,0.0,208.35,14.62
2023,7,23,5,96.39,6.59,60.09,209.0,16.16
2023,7,23,6,96.4,5.28,190.12,208.08,18.02
2023,7,23,7,96.41,6.55,323.53,227.61,21.37
2023,7,23,8,96.41,9.13,470.27,239.55,23.98
2023,7,23,9,96.39,9.83,598.44,238.62,25.26
2023,7,23,10,96.37,10.48,675.2,238.79,26.26
2023,7,23,11,96.33,11.05,707.68,240.7,27.12
2023,7,23,12,96.31,11.21,653.07,243.77,26.75
2023,7,23,13,96.28,10.84,557.43,245.1,26.76
2023,7,23,14,96.23,10.75,494.98,243.68,27.62
2023,7,23,15,96.19,11.0,376.18,244.42,27.53
2023,7,23,16,96.16,10.9,211.1,246.7,27.41
2023,7,23,17,96.14,10.64,129.58,249.49,26.95
2023,7,23,18,96.13,9.91,67.28,252.01,25.98
2023,7,23,19,96.13,8.78,28.77,252.98,23.92
2023,7,23,20,96.16,8.14,0.0,252.52,21.4
2023,7,23,21,96.18,7.63,0.0,253.22,20.38
2023,7,23,22,96.2,6.66,0.0,254.5,20.12
2023,7,23,23,96.16,4.58,0.0,246.8,19.37
2023,7,24,0,96.11,3.8,0.0,228.67,18.8
2023,7,24,1,96.05,3.96,0.0,212.59,18.24
2023,7,24,2,96.01,5.18,0.0,207.61,18.02
2023,7,24,3,95.98,5.93,0.0,204.54,17.87
2023,7,24,4,95.94,5.46,0.0,197.58,17.58
2023,7,24,5,95.91,5.65,39.34,195.73,17.84
2023,7,24,6,95.87,5.27,106.6,194.86,18.86
2023,7,24,7,95.83,5.58,210.75,198.21,21.26
2023,7,24,8,95.73,6.11,298.55,205.29,24.48
2023,7,24,9,95.69,8.77,224.53,224.13,26.71
2023,7,24,10,95.92,13.33,243.46,237.57,23.42
2023,7,24,11,95.96,10.7,397.16,229.03,20.37
2023,7,24,12,95.89,8.88,272.33,213.66,19.75
2023,7,24,13,95.82,9.14,278.26,210.51,20.94
2023,7,24,14,95.78,9.39,342.84,217.57,22.33
2023,7,24,15,95.76,9.22,434.89,226.41,22.34
2023,7,24,16,95.67,8.46,340.72,222.94,22.12
2023,7,24,17,95.61,9.47,192.09,226.5,22.04
2023,7,24,18,95.6,9.47,112.5,232.95,21.49
2023,7,24,19,95.6,8.92,33.68,237.84,20.08
2023,7,24,20,95.62,8.87,0.0,246.53,18.52
2023,7,24,21,95.63,8.52,0.0,256.64,17.55
2023,7,24,22,95.62,8.23,0.0,266.41,16.73
2023,7,24,23,95.68,7.27,0.0,255.43,16.07
2023,7,25,0,95.73,6.74,0.0,250.91,15.37
2023,7,25,1,95.69,6.36,0.0,259.09,14.3
2023,7,25,2,95.68,6.08,0.0,262.24,13.48
2023,7,25,3,95.65,5.15,0.0,264.87,13.03
2023,7,25,4,95.59,3.15,0.0,271.0,12.99
2023,7,25,5,95.52,1.21,25.8,319.44,14.41
2023,7,25,6,95.58,0.76,72.22,179.41,15.9
2023,7,25,7,95.55,0.67,139.98,180.67,17.13
2023,7,25,8,95.56,1.7,181.01,180.79,17.62
2023,7,25,9,95.53,2.68,168.07,185.69,18.01
2023,7,25,10,95.48,3.45,374.13,199.58,18.45
2023,7,25,11,95.46,4.07,507.22,224.38,18.94
2023,7,25,12,95.43,5.06,386.79,246.13,20.4
2023,7,25,13,95.41,6.33,351.7,259.91,21.24
2023,7,25,14,95.41,7.24,318.72,266.91,20.71
2023,7,25,15,95.41,7.49,331.32,271.2,19.97
2023,7,25,16,95.42,6.63,239.55,273.11,18.93
2023,7,25,17,95.43,5.08,144.84,280.19,17.4
2023,7,25,18,95.45,4.88,73.05,299.31,16.05
2023,7,25,19,95.55,7.28,26.15,316.35,14.88
2023,7,25,20,95.73,9.31,0.0,325.19,13.73
2023,7,25,21,95.85,9.04,0.0,328.42,12.81
2023,7,25,22,95.89,6.6,0.0,319.08,12.37
2023,7,25,23,95.93,5.59,0.0,299.47,12.09
2023,7,26,0,95.99,5.55,0.0,290.5,11.94
2023,7,26,1,96.03,5.45,0.0,293.74,11.69
2023,7,26,2,96.07,5.23,0.0,299.17,11.36
2023,7,26,3,96.11,5.01,0.0,300.96,10.91
2023,7,26,4,96.15,4.79,0.0,300.24,10.65
2023,7,26,5,96.19,4.46,35.32,297.91,11.27
2023,7,26,6,96.24,4.22,102.16,298.56,12.12
2023,7,26,7,96.29,4.59,201.27,298.35,13.54
2023,7,26,8,96.34,5.12,290.84,295.0,14.83
2023,7,26,9,96.36,5.35,333.22,291.58,15.56
2023,7,26,10,96.38,5.46,398.89,284.33,15.5
2023,7,26,11,96.4,5.76,422.32,276.46,15.46
2023,7,26,12,96.4,6.26,445.38,272.43,15.19
2023,7,26,13,96.41,6.58,562.67,270.2,15.12
2023,7,26,14,96.42,6.67,538.47,268.99,15.22
2023,7,26,15,96.42,6.63,413.09,269.73,15.97
2023,7,26,16,96.42,6.74,301.31,272.19,16.72
2023,7,26,17,96.42,6.82,196.27,275.72,16.84
2023,7,26,18,96.44,5.96,119.7,274.43,16.28
2023,7,26,19,96.47,5.34,33.73,263.7,13.8
2023,7,26,20,96.55,6.08,0.0,257.07,11.95
2023,7,26,21,96.58,6.55,0.0,251.37,11.37
2023,7,26,22,96.59,6.59,0.0,246.6,10.78
2023,7,26,23,96.59,6.36,0.0,243.21,10.26
2023,7,27,0,96.56,6.15,0.0,238.03,9.9
2023,7,27,1,96.53,6.06,0.0,232.97,9.98
2023,7,27,2,96.5,5.93,0.0,226.28,10.05
2023,7,27,3,96.46,5.99,0.0,217.36,10.09
2023,7,27,4,96.43,6.23,0.0,207.98,9.8
2023,7,27,5,96.41,5.74,29.64,201.96,10.89
2023,7,27,6,96.39,4.75,78.97,196.14,12.37
2023,7,27,7,96.37,4.66,146.45,183.37,13.8
2023,7,27,8,96.35,5.77,210.11,202.61,16.28
2023,7,27,9,96.33,6.97,189.01,214.54,17.81
2023,7,27,10,96.31,7.37,309.87,213.54,17.79
2023,7,27,11,96.26,8.33,275.15,211.66,18.33
2023,7,27,12,96.19,9.32,215.17,214.62,18.62
2023,7,27,13,96.13,9.82,174.56,222.45,18.58
2023,7,27,14,96.07,9.53,137.51,230.06,18.5
2023,7,27,15,96.03,8.66,101.63,236.11,18.64
2023,7,27,16,96.01,7.97,100.81,240.14,18.58
2023,7,27,17,96.0,7.79,75.45,242.28,18.32
2023,7,27,18,96.0,7.49,74.94,242.39,17.8
2023,7,27,19,96.0,7.08,18.16,239.19,17.0
2023,7,27,20,96.01,7.05,0.0,236.75,16.61
2023,7,27,21,96.02,7.45,0.0,241.85,16.51
2023,7,27,22,96.02,7.38,0.0,246.61,16.34
2023,7,27,23,96.0,6.84,0.0,245.01,15.89
2023,7,28,0,95.98,6.6,0.0,244.19,15.54
2023,7,28,1,95.95,6.51,0.0,243.65,15.31
2023,7,28,2,95.92,6.42,0.0,240.69,15.15
2023,7,28,3,95.9,6.41,0.0,238.21,14.88
2023,7,28,4,95.9,6.4,0.0,236.91,14.63
2023,7,28,5,95.92,6.21,25.52,235.71,15.12
2023,7,28,6,95.95,5.77,15.47,236.93,16.18
2023,7,28,7,95.99,6.11,104.7,246.74,17.67
2023,7,28,8,96.02,7.96,142.18,259.02,19.21
2023,7,28,9,96.03,8.54,245.81,263.49,20.58
2023,7,28,10,96.03,8.83,341.55,264.72,22.26
2023,7,28,11,96.04,8.96,389.49,265.3,22.97
2023,7,28,12,96.06,9.02,481.26,264.93,23.55
2023,7,28,13,96.08,8.97,415.72,264.35,23.26
2023,7,28,14,96.1,8.55,459.14,263.97,22.4
2023,7,28,15,96.13,7.7,329.46,263.77,22.13
2023,7,28,16,96.12,6.94,191.11,262.83,21.94
2023,7,28,17,96.13,6.15,128.75,259.9,21.12
2023,7,28,18,96.15,5.38,64.45,252.33,19.97
2023,7,28,19,96.2,5.87,19.12,245.28,18.51
2023,7,28,20,96.25,6.27,0.0,243.66,17.71
2023,7,28,21,96.28,6.29,0.0,245.03,17.2
2023,7,28,22,96.29,5.85,0.0,240.94,16.83
2023,7,28,23,96.29,5.57,0.0,233.21,16.44
2023,7,29,0,96.28,5.6,0.0,228.22,15.94
2023,7,29,1,96.24,5.52,0.0,226.2,15.47
2023,7,29,2,96.21,5.31,0.0,221.9,15.01
2023,7,29,3,96.2,5.27,0.0,218.86,14.67
2023,7,29,4,96.19,5.31,0.0,212.87,14.55
2023,7,29,5,96.19,5.1,36.71,202.24,15.31
2023,7,29,6,96.18,4.95,64.76,197.18,16.33
2023,7,29,7,96.18,5.09,123.9,196.6,17.18
2023,7,29,8,96.17,5.54,79.95,201.68,18.3
2023,7,29,9,96.14,7.11,114.54,220.1,20.81
2023,7,29,10,96.1,8.33,173.52,232.93,22.68
2023,7,29,11,96.08,9.05,571.55,240.29,22.65
2023,7,29,12,96.08,9.27,579.59,246.18,22.96
2023,7,29,13,96.06,9.46,618.77,252.91,24.08
2023,7,29,14,96.06,9.66,561.41,259.33,24.58
2023,7,29,15,96.07,9.58,446.22,263.77,24.65
2023,7,29,16,96.06,9.3,388.38,265.81,24.6
2023,7,29,17,96.05,8.57,231.23,266.03,24.19
2023,7,29,18,96.08,7.37,118.52,262.45,22.74
2023,7,29,19,96.11,6.69,27.71,256.5,19.9
2023,7,29,20,96.15,6.82,0.0,253.77,18.65
2023,7,29,21,96.15,7.04,0.0,254.76,18.31
2023,7,29,22,96.16,6.65,0.0,252.84,17.69
2023,7,29,23,96.17,6.14,0.0,248.82,17.04
2023,7,30,0,96.17,6.19,0.0,247.58,16.61
2023,7,30,1,96.18,6.19,0.0,249.37,16.4
2023,7,30,2,96.19,6.15,0.0,253.7,16.28
2023,7,30,3,96.2,5.91,0.0,257.64,16.15
2023,7,30,4,96.22,5.42,0.0,257.69,15.9
2023,7,30,5,96.25,5.02,31.29,256.4,16.28
2023,7,30,6,96.27,4.36,115.43,258.63,17.32
2023,7,30,7,96.29,4.52,182.55,267.13,18.88
2023,7,30,8,96.29,4.92,289.22,268.0,20.46
2023,7,30,9,96.3,5.69,376.11,265.91,21.76
2023,7,30,10,96.31,6.63,423.66,265.81,22.1
2023,7,30,11,96.33,7.75,466.66,268.67,22.03
2023,7,30,12,96.35,8.44,445.93,270.69,21.76
2023,7,30,13,96.36,8.89,548.45,271.31,22.01
2023,7,30,14,96.38,9.62,526.88,272.42,22.8
2023,7,30,15,96.42,10.44,432.43,275.54,22.23
2023,7,30,16,96.47,10.75,354.0,278.86,21.1
2023,7,30,17,96.51,10.17,233.29,278.7,20.16
2023,7,30,18,96.54,9.18,131.1,276.79,19.26
2023,7,30,19,96.58,8.39,29.57,275.29,17.91
2023,7,30,20,96.62,7.86,0.0,272.96,16.89
2023,7,30,21,96.65,7.66,0.0,272.1,16.26
2023,7,30,22,96.65,7.43,0.0,270.72,15.2
2023,7,30,23,96.66,6.69,0.0,263.56,14.78
2023,7,31,0,96.65,6.35,0.0,255.47,14.4
2023,7,31,1,96.62,6.45,0.0,247.5,14.25
2023,7,31,2,96.59,6.76,0.0,241.92,13.99
2023,7,31,3,96.56,6.97,0.0,242.52,13.45
2023,7,31,4,96.56,7.17,0.0,246.28,13.33
2023,7,31,5,96.55,6.53,38.53,243.1,13.94
2023,7,31,6,96.53,5.24,86.75,227.96,15.1
2023,7,31,7,96.5,7.71,183.46,247.15,17.8
2023,7,31,8,96.47,8.67,294.47,248.92,19.76
2023,7,31,9,96.44,9.12,437.3,246.09,20.4
2023,7,31,10,96.41,9.31,560.93,244.51,21.09
2023,7,31,11,96.36,9.35,522.11,243.78,22.65
2023,7,31,12,96.29,9.49,508.41,243.46,23.55
2023,7,31,13,96.22,9.64,494.3,244.31,24.27
2023,7,31,14,96.17,9.71,464.86,246.94,24.59
2023,7,31,15,96.15,9.74,377.57,250.66,23.62
2023,7,31,16,96.14,9.52,179.2,255.51,22.56
2023,7,31,17,96.12,8.66,139.64,258.56,21.83
2023,7,31,18,96.08,7.34,66.53,257.21,20.8
2023,7,31,19,96.05,6.5,16.86,250.26,19.19
2023,7,31,20,96.03,6.81,0.0,244.29,18.36
2023,7,31,21,95.95,6.76,0.0,235.45,17.76
2023,7,31,22,95.88,6.94,0.0,229.66,17.12
2023,7,31,23,95.84,6.4,0.0,223.61,16.65
2023,8,1,0,95.76,5.97,0.0,213.52,16.24
2023,8,1,1,95.66,6.16,0.0,205.72,16.02
2023,8,1,2,95.58,7.3,0.0,214.45,16.01
2023,8,1,3,95.54,8.26,0.0,225.96,15.96
2023,8,1,4,95.5,9.07,0.0,231.54,15.55
2023,8,1,5,95.46,9.25,19.41,227.81,15.21
2023,8,1,6,95.38,9.37,47.7,217.24,15.3
2023,8,1,7,95.32,10.94,81.96,222.54,15.84
2023,8,1,8,95.27,11.92,103.97,225.61,16.11
2023,8,1,9,95.24,12.11,113.55,233.26,16.42
2023,8,1,10,95.27,11.22,258.21,244.08,16.73
2023,8,1,11,95.29,10.51,307.69,253.81,17.37
2023,8,1,12,95.32,10.9,438.25,263.08,19.69
2023,8,1,13,95.33,11.72,541.82,265.95,21.23
2023,8,1,14,95.36,11.91,531.55,269.51,21.48
2023,8,1,15,95.39,11.37,406.92,273.82,21.56
2023,8,1,16,95.42,10.94,327.48,275.78,21.23
2023,8,1,17,95.44,10.43,215.42,276.88,20.48
2023,8,1,18,95.48,9.13,106.06,276.83,19.22
2023,8,1,19,95.55,8.31,26.26,273.02,17.16
2023,8,1,20,95.64,7.89,0.0,266.03,15.81
2023,8,1,21,95.7,8.06,0.0,262.36,15.18
2023,8,1,22,95.74,7.53,0.0,259.66,14.47
2023,8,1,23,95.76,6.93,0.0,253.1,13.71
2023,8,2,0,95.76,6.99,0.0,247.65,13.34
2023,8,2,1,95.76,7.02,0.0,243.29,13.11
2023,8,2,2,95.74,7.09,0.0,238.94,12.8
2023,8,2,3,95.73,7.11,0.0,236.47,12.51
2023,8,2,4,95.71,6.91,0.0,230.14,12.09
2023,8,2,5,95.68,6.09,28.47,218.55,12.58
2023,8,2,6,95.62,5.26,50.32,201.8,13.69
2023,8,2,7,95.57,6.82,115.08,208.18,15.76
2023,8,2,8,95.53,7.93,151.79,213.55,17.98
2023,8,2,9,95.43,8.85,183.95,207.45,18.15
2023,8,2,10,95.36,9.6,193.73,203.04,18.14
2023,8,2,11,95.31,10.27,231.59,200.96,17.64
2023,8,2,12,95.23,10.54,186.04,204.51,18.33
2023,8,2,13,95.14,10.3,191.96,209.73,20.24
2023,8,2,14,95.05,10.4,160.27,213.94,21.73
2023,8,2,15,94.98,10.47,151.99,219.4,22.76
2023,8,2,16,94.92,9.93,136.35,224.2,23.26
2023,8,2,17,94.89,8.98,120.78,226.2,22.56
2023,8,2,18,94.86,8.46,58.62,223.88,21.3
2023,8,2,19,94.87,8.54,16.38,218.05,20.15
2023,8,2,20,94.93,8.16,0.0,220.96,19.48
2023,8,2,21,95.01,8.87,0.0,238.92,19.15
2023,8,2,22,95.08,10.27,0.0,250.16,18.97
2023,8,2,23,95.15,11.41,0.0,256.94,18.07
2023,8,3,0,95.21,11.23,0.0,254.01,16.77
2023,8,3,1,95.23,11.16,0.0,248.61,15.6
2023,8,3,2,95.26,11.24,0.0,244.74,14.77
2023,8,3,3,95.28,11.29,0.0,240.81,14.28
2023,8,3,4,95.3,11.53,0.0,240.22,14.08
2023,8,3,5,95.34,11.62,45.53,240.44,14.5
2023,8,3,6,95.38,11.97,134.94,240.91,15.83
2023,8,3,7,95.43,13.52,246.14,244.16,17.3
2023,8,3,8,95.46,14.17,352.35,246.91,18.51
2023,8,3,9,95.48,14.25,387.89,248.48,19.62
2023,8,3,10,95.51,13.93,421.74,248.24,20.61
2023,8,3,11,95.55,13.58,501.3,247.61,21.36
2023,8,3,12,95.58,13.23,454.8,247.72,21.87
2023,8,3,13,95.61,12.82,482.41,248.52,22.15
2023,8,3,14,95.64,12.39,485.15,250.09,22.25
2023,8,3,15,95.68,11.94,455.06,252.37,22.2
2023,8,3,16,95.7,11.39,381.28,256.23,21.84
2023,8,3,17,95.74,10.85,247.02,260.71,21.33
2023,8,3,18,95.79,9.78,137.21,264.91,20.23
2023,8,3,19,95.86,8.52,29.69,268.48,18.32
2023,8,3,20,95.93,7.36,0.0,269.45,16.39
2023,8,3,21,95.97,6.48,0.0,267.24,15.26
2023,8,3,22,96.01,6.27,0.0,265.07,14.52
2023,8,3,23,96.04,6.01,0.0,262.15,13.78
2023,8,4,0,96.06,5.6,0.0,255.96,13.08
2023,8,4,1,96.09,5.33,0.0,244.0,12.55
2023,8,4,2,96.1,5.26,0.0,235.11,12.74
2023,8,4,3,96.07,4.31,0.0,243.53,12.84
2023,8,4,4,96.07,4.19,0.0,252.07,12.51
2023,8,4,5,96.17,4.88,34.66,238.63,13.23
2023,8,4,6,96.2,4.05,108.35,228.44,13.78
2023,8,4,7,96.23,3.62,221.13,230.61,14.46
2023,8,4,8,96.22,3.84,357.66,243.43,15.83
2023,8,4,9,96.24,4.17,463.81,244.83,17.48
2023,8,4,10,96.26,3.89,395.41,245.96,18.88
2023,8,4,11,96.25,3.51,421.62,246.8,20.26
2023,8,4,12,96.24,3.16,382.4,247.94,21.12
2023,8,4,13,96.24,2.83,388.31,252.97,21.87
2023,8,4,14,96.24,2.63,442.11,264.71,22.11
2023,8,4,15,96.24,2.46,325.24,277.49,21.83
2023,8,4,16,96.25,2.3,203.86,297.09,21.38
2023,8,4,17,96.25,2.66,113.27,315.24,20.83
2023,8,4,18,96.29,3.22,55.64,330.45,19.65
2023,8,4,19,96.33,4.0,16.16,341.46,17.48
2023,8,4,20,96.39,4.77,0.0,351.14,16.26
2023,8,4,21,96.43,5.29,0.0,357.46,15.54
2023,8,4,22,96.4,6.0,0.0,359.33,14.79
2023,8,4,23,96.44,5.5,0.0,7.1,14.34
2023,8,5,0,96.46,5.15,0.0,11.46,14.26
2023,8,5,1,96.39,5.76,0.0,355.02,13.96
2023,8,5,2,96.38,5.84,0.0,348.89,13.65
2023,8,5,3,96.38,5.75,0.0,349.83,13.42
2023,8,5,4,96.39,5.52,0.0,351.87,13.33
2023,8,5,5,96.43,5.0,28.12,351.38,13.5
2023,8,5,6,96.44,4.82,85.76,0.84,14.15
2023,8,5,7,96.42,5.03,183.16,10.82,15.4
2023,8,5,8,96.41,4.91,294.75,21.38,17.38
2023,8,5,9,96.37,4.39,290.73,25.65,18.91
2023,8,5,10,96.34,3.61,384.02,24.01,19.98
2023,8,5,11,96.29,3.12,502.13,14.21,21.0
2023,8,5,12,96.24,2.91,439.38,4.3,21.25
2023,8,5,13,96.2,2.8,453.69,359.52,20.96
2023,8,5,14,96.18,2.66,312.98,352.75,20.69
2023,8,5,15,96.17,2.62,254.07,345.3,20.47
2023,8,5,16,96.14,2.51,198.85,343.76,20.02
2023,8,5,17,96.11,2.24,130.91,349.12,19.39
2023,8,5,18,96.08,1.76,62.88,351.33,18.62
